Security,LOPBDY LME Comdty,returns,MA7,MA30,rolling_volatility,EMA5,EMA15,EMA30,MACD5,MACD15,MACD30,RSI,BB_upper,BB_middle,BB_lower,return_7d,target
2025-12-04 00:00:00,1962.0,,1962.0,1962.0,,1962.0,1962.0,1962.0,0.0,0.0,0.0,,,1962.0,,-0.00025484199796126404,0
2025-12-03 00:00:00,1961.0,-0.0005096839959225496,1961.5,1961.5,,1961.666666666667,1961.875,1961.9354838709678,-0.2592592592591245,-0.05092592592609435,0.009557945041706262,0.0,1962.914213562373,1961.5,1960.085786437627,-0.0005099439061703213,0
2025-12-02 00:00:00,1965.0,0.0020397756246812726,1962.6666666666667,1962.6666666666667,0.0018027401860902454,1962.777777777778,1962.265625,1962.13319458897,0.6241426611798033,0.11198988340174765,-0.020440527628352356,80.0,1966.8299986655989,1962.6666666666667,1958.5033346677346,0.0061068702290076335,1
2025-12-01 00:00:00,1946.0,-0.009669211195928784,1958.5,1958.5,0.00615761121499189,1957.1851851851857,1960.232421875,1961.0923433251655,-3.771884367220082,-0.7246476774057555,0.13527377275977415,16.666666666666657,1975.5098010962308,1958.5,1941.4901989037692,0.024152106885919837,1
2025-11-28 00:00:00,1955.0,0.004624871531346386,1957.8,1957.8,0.006224041007613238,1956.4567901234573,1959.578369140625,1960.6992889170906,-4.059015017659249,-0.9374360004915161,0.18348377597408216,39.39393939393939,1972.8598804776134,1957.8,1942.7401195223865,0.019948849104859334,1
2025-11-27 00:00:00,1940.0,-0.007672634271099765,1954.8333333333333,1954.8333333333333,0.00618755997376873,1950.9711934156385,1957.1310729980469,1959.3638509224397,-8.02492245576559,-1.865042873357197,0.36773505103565185,27.08333333333333,1974.649151930269,1954.8333333333333,1935.0175147363975,0.03711340206185567,1
2025-11-26 00:00:00,1947.0,0.0036082474226803996,1953.7142857142858,1953.7142857142858,0.006026934420486638,1949.6474622770925,1955.864688873291,1958.566183120992,-8.460052418651912,-2.2428258224533693,0.4586684252476516,36.36363636363636,1972.7480902285104,1953.7142857142858,1934.6804812000612,0.03954802259887006,1
2025-11-25 00:00:00,1961.5,0.007447354904982051,1953.642857142857,1954.6875,0.006411616324400582,1953.5983081847285,1956.5691027641296,1958.7554616293153,-4.760501718738624,-1.7897071393374517,0.3966517258481872,49.64028776978417,1973.1493332165114,1954.6875,1936.2256667834886,0.04817741524343615,1
2025-11-24 00:00:00,1960.0,-0.000764720876879954,1953.5,1955.2777777777778,0.005941859391969237,1955.7322054564856,1956.9979649186134,1958.835754427424,-2.7481740837617963,-1.4824146216340068,0.3553748871765947,48.591549295774655,1972.9066682073476,1955.2777777777778,1937.648887348208,0.050255102040816325,1
2025-11-21 00:00:00,1977.0,0.00867346938775504,1955.2142857142858,1957.45,0.006282398753535358,1962.8214703043238,1959.4982193037868,1960.007641238558,2.969267026317084,-0.35398397422000016,0.15543796055135317,58.52272727272727,1979.013601018589,1957.45,1935.886398981411,0.03388973191704603,1
2025-11-20 00:00:00,1993.0,0.008093070308548223,1961.9285714285713,1960.6818181818182,0.006348925205287597,1972.8809802028827,1963.6859418908134,1962.13618051349,10.573384575098771,1.3783462630294707,-0.17141511429394996,64.90384615384616,1990.313803357546,1960.6818181818182,1931.0498330060905,0.02207727044656297,1
2025-11-19 00:00:00,1994.0,0.0005017561465128217,1967.5,1963.4583333333333,0.006032001768417859,1979.9206534685886,1967.4751991544617,1964.1919108029424,15.265472331751653,2.8200180176247613,-0.4632703338945703,65.23809523809524,1997.63822729916,1963.4583333333333,1929.2784393675065,0.02482447342026078,1
2025-11-18 00:00:00,2012.0,0.009027081243731194,1977.7857142857142,1967.1923076923076,0.006149252163985457,1990.6137689790594,1973.040799260154,1967.2763036543656,22.451564222728848,4.878594503823479,-0.8859011019649188,70.32520325203252,2009.570640327312,1967.1923076923076,1924.8139750573032,0.016401590457256462,1
2025-11-17 00:00:00,2024.0,0.005964214711729587,1988.7857142857142,1971.25,0.005983390751840171,2001.7425126527064,1979.4106993526348,1970.9358969669872,29.44417491536342,7.112361615291775,-1.3624407703557608,72.96296296296296,2022.041807334527,1971.25,1920.458192665473,-0.011610671936758894,0
2025-11-14 00:00:00,2056.0,0.015810276679841806,2002.2857142857142,1976.9,0.006772617106025084,2019.828341768471,1988.9843619335554,1976.4239036142785,41.329880900560966,10.485901065645294,-2.0745572536316104,78.1437125748503,2042.5573355710217,1976.9,1911.2426644289785,-0.025778210116731516,0
2025-11-13 00:00:00,2058.5,0.0012159533073929918,2016.357142857143,1982.0,0.00654990338155733,2032.7188945123144,1997.673816691861,1981.7191356391638,48.29439370869386,13.249315888240517,-2.70536516445668,78.93175074183976,2057.419714487217,1982.0,1906.580285512783,-0.03327665776050522,0
2025-11-12 00:00:00,2044.0,-0.007043964051493767,2025.9285714285713,1985.6470588235295,0.006828846666629792,2036.4792630082097,2003.4645896053785,1985.7372559205082,47.64176226411678,14.627088861285529,-3.100244823584717,72.06703910614524,2064.6223434905396,1985.6470588235295,1906.6717741565194,-0.023972602739726026,0
2025-11-11 00:00:00,2037.0,-0.003424657534246589,2032.2142857142858,1988.5,0.006770703052867746,2036.6528420054733,2007.656515904706,1989.0445297320884,44.247748723905715,15.251422623138524,-3.3605635494791386,77.24550898203593,2068.85070188939,1988.5,1908.1492981106098,-0.018163966617574866,0
2025-11-10 00:00:00,2043.5,0.0031909671084928704,2039.2857142857142,1991.3947368421052,0.006572445495556327,2038.9352280036492,2012.1369514166179,1992.5577858784054,42.74532681701248,15.947050229981187,-3.6321153082312776,76.89969604863222,2073.458112722084,1991.3947368421052,1909.3313609621262,-0.02813799853193051,0
2025-11-07 00:00:00,2045.0,0.0007340347443112183,2044.0,1994.075,0.006397159327113758,2040.9568186690994,2016.2448324895406,1995.9411545314117,41.151354607398844,16.43936842784001,-3.8643095302888923,84.76821192052981,2077.4696072975694,1994.075,1910.6803927024307,-0.022493887530562348,0
